"Id","code","text"
"1567","grossexcision2","The specimens are received in two formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains an elliptical piece of skin measuring *** x *** x *** cm.  The specimen tips are submitted in cassette A***, and the central portion is *** and submitted in cassette(s) A***. B.  The second container is further labeled "***".  It contains an elliptical piece of skin measuring *** x *** x *** cm.  The specimen tips are submitted in cassette B***, and the central portion is *** and submitted in cassette(s) B***.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here.  Microscopic Examination performed, supportive of the FINAL DIAGNOSIS above.  This case was interpreted at 810 Landmark Drive, Suite 217-219, Glen Burnie, MD  21061.  CLIA #21D1077515."
"1568","grossfrag","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains skin fragments measuring *** x *** x *** cm. The specimen is submitted entirely in one cassette.   Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1569","grossfrag1","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains one piece of skin and skin fragments measuring *** x *** x *** cm. The larger specimen is ***.  The larger specimen and fragments are submitted entirely in one cassette.   Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1570","grossmohs","The specimens are received in *** formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***.  It contains a spherical piece of skin measuring *** x *** x *** cm. The tissue is serially sectioned and submitted entirely in cassette A.   B.  The second container is further labeled "***".  It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture designated by the clinician as the 12:00 margin and inked ***. The specimen is submitted en face in cassette B.  C.  The third container is further labeled "right neck 3:00-6:00".  It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture designated by the clinician as the *** margin and inked ***. The specimen is submitted en face in cassette C.   D.  The fourth container is further labeled "***".  It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture designated by the clinician as the *** margin and inked ***. The specimen is submitted en face in cassette D.   E.  The fifth container is further labeled "***".  It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture designated by the clinician as the *** margin and inked ***. The specimen is submitted en face in cassette E.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1571","grossmohs","The specimens are received in five formalin-filled containers labeled with the patient's name. A.  The first container is further labeled "***".  It contains a spherical piece of skin measuring *** x *** x *** cm. The tissue is *** and submitted entirely in cassette A.  B.  The second container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm with a suture designated as ***.  The *** to *** margin is inked blue. The specimen is submitted en face and submitted entirely in cassette B.  C.  The third container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm with a suture designated as the *** margin. The *** to *** margin is inked blue.  The specimen is submitted en face and submitted entirely in cassette C.   D.  The fourth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm with a suture at the *** margin. The *** to *** margin is inked blue.  The specimen is submitted en face and submitted entirely in cassette D.   E.  The fifth container is further labeled "***".  It contains a flat piece of skin measuring *** x *** x *** cm with a suture designated as the *** margin. The specimen is submitted en face and submitted entirely in cassette E.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1572","grosspunch","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains a cylindrical piece of skin measuring *** x *** x *** cm. The specimen is *** *** submitted entirely in one cassette.   Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1573","grossrep","Received is a formalin filled specimen container labeled with the patient's name and "***".  It contains a piece of skin measuring *** x *** x *** cm. A representative section is submitted in one cassette.  Due to loss of elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1574","grosssuture","Received is a formalin filled specimen container labeled with the patient's name and "***". It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture at the *** margin. The ***-*** margin is inked *** and the ***-*** margin is inked ***. The *** tip is submitted in cassette *** and the *** tip is submitted in cassette ***. The central portion is *** *** submitted in cassette(s) ***. Due to elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1575","grosssuture1","Received is a formalin filled specimen container labeled with the patient's name and "***". It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture designated by the clinician as the *** margin.  With the suture at the *** margin designated as ***:00, the ***-*** margin is inked *** and the ***-*** margin is inked ***. The *** tip is submitted in cassette *** and the *** tip is submitted in cassette ***. The central portion is *** *** submitted in cassette(s) ***. Due to elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1576","grosssuture2","Received is a formalin filled specimen container labeled with the patient's name and "***". It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture designated by the clinician as the *** margin.  The ***-*** margin is inked *** and the ***-*** margin is inked ***. The *** tip is submitted in cassette *** and the *** tip is submitted in cassette ***. The central portion is *** *** submitted in cassette(s) ***.  Due to elastic tension and tissue shrinkage in formalin, the clinical sizes may be larger than those reported here."
"1577","grosssuture3","Received is a formalin filled specimen container labeled with the patient's name and "***". It contains an elliptical piece of skin measuring *** x *** x *** cm with a suture at the specimen edge.  With the suture designated as the *** margin, the ***-*** margin is inked *** and the ***-*** margin is inked ***. The *** tip is submitted in cassette *** and the *** tip is submitted in cassette ***. The central portion is *** *** submitted in cassette(s) ***.  Due to elastic tension and tissue shrinkage in formalin, the clinical size may be larger than those reported here."
"1578","grouphealth","Received from Group Health Hospital Dept. of Pathology for consultation are *** hematoxylin and eosin-stained slide(s) labeled ***."
"1579","gyre","gyrate erythema"
"1580","hull","Received from Hull Dermatology for consultation is *** hematoxylin and eosin-stained slide labeled H11-***."
"1581","infil","The tumor has a prominent infiltrative growth pattern."
"1582","iowa","Received from Iowa Dermatology Clinic for first read is *** hematoxylin and eosin-stained slide(s) labeled B-***."
"1583","jordan","Received from Jordan Hospital Depart. of Pathology for consultation are *** hematoxylin and eosin-stained slide(s) labeled S11-***."
"1585","lyme1","Unfortunately, biopsy findings are often non-specific, and the sensitivity of the special stain is low for this disease. If there is clinical concern, correlation with serology and cutaneous findings is recommended. Treatment may be prudent if there is high clinical suspicion for Lyme disease."
"1586","lyme2","Modified Steiner stain is negative for spirochetes. Nonetheless, biopsy findings are often non-specific, and the sensitivity of the special stain is low for this disease. If there is clinical concern, correlation with serology and cutaneous findings is recommended. Treatment may be prudent if there is high clinical suspicion for Lyme disease."
"1587","mddisc1","Bottle *** is labeled ***, requisition is labeled ***.  Please verify with client."
"1588","mddisc2","There is no name on the specimen bottle ***, please verify."
"1589","mddisc3","Bottle ***, labeled *** is empty.  Verified by pathologist ***.  Please notify the client."
"1590","mddisc4","*** is illegible.  Please verify with the client."
"1591","mddisc5","Bottle ***, labeled *** is EMPTY.  2 specimens found in bottle ***, labeled ***.  Please notify the client and instruct the laboratory how to proceed."
"1592","mddisc6","Please verify date of collection."
"1593","mddisc7","Please verify clinician."
"1600","mh","According to the gross description provided by the office of Michael Haiken, MD Laboratory Services:  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1601","mhx2","According to the gross description provided by the office of Michael Haiken, MD Laboratory Services:  A.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1602","mhx3","According to the gross description provided by the office of Michael Haiken, MD Laboratory Services:  A.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  C.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1603","mhx4","According to the gross description provided by the office of Michael Haiken, MD Laboratory Services:  A.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  C.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  D.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1604","mhx5","According to the gross description provided by the office of Michael Haiken, MD Laboratory Services:  A.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  C.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  D.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette. E.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1605","mhx6","According to the gross description provided by the office of Michael Haiken, MD Laboratory Services:  A.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  B.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  C.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  D.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette. E.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  F.  Received in formalin is a *** piece of tissue measuring *** cm.  The tissue is *** and submitted in *** cassette.  Blocks: *** block(s) Slides: *** slide(s)"
"1607","moresi","Microscopic Examination performed, supportive of the FINAL DIAGNOSIS above.  This case was interpreted at 810 Landmark Drive, Suite 217-219, Glen Burnie, MD  21061.  Pathologists: 410.766.4175. Client Services: 617.969.4100  CLIA #21D1077515."
"1609","nodxscc","Features diagnostic of squamous cell carcinoma are not present in this sample."
"1610","nofuntwice","No fungi are detected with a periodic acid-Schiff stain (performed twice)."
"1611","nogfite","No fungi or mycobacteria are identified on Gomori's methenamine silver or Fite stains."
"1612","onycho","The findings do not point to a specific cause of onychodystrophy."
"1613","outsidepath","Previous Pathology:  *** from ***."
"1614","piedmont","According to the gross description provided by Piedmont Plastic Surgery & Dermatology (959 Cox Road, Gastonia, NC 28054. CLIA ID: 34DO994130):  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  ***/***  Slides:  *** slide(s)  Blocks:  *** block(s) labeled AP11-***"
"1615","piedmontsurgery","According to the gross description provided by Piedmont Plastic Surgery & Dermatology (959 Cox Road, Gastonia, NC 28054. CLIA ID: 34DO994130):  Received is a formalin filled specimen container labeled "***".  The tissue is submitted in cassettes *** measuring *** cm. ***/***  Slides:  *** slide(s)  Blocks:  *** block(s) labeled AP11-***"
"1616","piedmontx2","According to the gross description provided by Piedmont Plastic Surgery & Dermatology (959 Cox Road, Gastonia, NC 28054. CLIA ID: 34DO994130):    A.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  B.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  ***/***  Slides:  *** slide(s)  Blocks:  *** block(s) labeled AP11-***"
"1617","piedmontx3","According to the gross description provided by Piedmont Plastic Surgery & Dermatology (959 Cox Road, Gastonia, NC 28054. CLIA ID: 34DO994130):    A.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  B.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  C.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  ***/***  Slides:  *** slide(s)  Blocks:  *** block(s) labeled AP11-***"
"1618","piedmontx4","According to the gross description provided by Piedmont Plastic Surgery & Dermatology (959 Cox Road, Gastonia, NC 28054. CLIA ID: 34DO994130):    A.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  B.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  C.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).   D.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s). ***/***  Slides:  *** slide(s)  Blocks:  *** block(s) labeled AP11-***"
"1619","piedmontx5","According to the gross description provided by Piedmont Plastic Surgery & Dermatology (959 Cox Road, Gastonia, NC 28054. CLIA ID: 34DO994130):    A.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  B.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  C.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).   D.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s).  E.  Received is a formalin filled specimen container labeled "***".  It contains a piece of tissue measuring *** cm.  The tissue is submitted in *** cassette, *** piece(s). ***/***   Slides:  *** slide(s)  Blocks:  *** block(s) labeled AP11-***"
"1620","portland","Received from Dermatology Associates of Portland for *** stain(s) is *** paraffin block(s) labeled "S11-***"."
"1621","portlandconsult","Received from Dermatology Associates of Portland for consultation is *** hematoxylin and eosin-stained slide(s) and *** paraffin block(s) labeled S11-***."
"1622","ppd","pigmented purpuric dermatosis"
"1623","pref","ATTN PATHOLOGISTS:  *** Photos: Y/N *** Micros: Y/N *** Recommendations: Y/N (and any concise, special instructions, as needed) *** Margin Comments: Y/N (and any concise instructions, as needed, such as use lateral/deep, or comment only on excisions) *** Diagnostic Text:    (any concise comments, as needed) *** Other: *** Lighthouse: Y/N (If Y, provide BRIEF explanation of why, as well as RED/YELLOW)."
"1624","salem","Received from Salem Hospital Department of Pathology for consultation are *** hematoxylin and eosin-stained slide(s) and *** paraffin block(s) labeled S11-***."
"1625","se","solar elastosis"
"1626","so","suggestive of"
"1627","southfloridaderm","According to the gross description provided by South Florida Dermatology:  Received in formalin is a specimen measuring *** cm.  Specimen is submitted in *** cassette(s).  Blocks: *** block(s) Slides: *** slide(s)"
"1628","southfloridadermx2","According to the gross description provided by South Florida Dermatology:    A).  Received in formalin is a specimen measuring *** cm.  Specimen is submitted in *** cassette(s).  B).  Received in formalin is a specimen measuring *** cm.  Specimen is submitted in *** cassette(s).  Blocks: *** block(s) Slides: *** slide(s)"
"1629","southfloridadermx3","According to the gross description provided by South Florida Dermatology:    A).  Received in formalin is a specimen measuring *** cm.  Specimen is submitted in *** cassette(s).  B).  Received in formalin is a specimen measuring *** cm.  Specimen is submitted in *** cassette(s). C).  Received in formalin is a specimen measuring *** cm.  Specimen is submitted in *** cassette(s).  Blocks: *** block(s) Slides: *** slide(s)"
"1630","stainpiedmont","Received from Piedmont Plastic Surgery & Dermatology for *** stain(s) is *** paraffin block(s) labeled "AP10-***"."
"1632","testingcolor","This is a TEST of the formatting capabilities in WinSurge:  This text is entered in RED font."
"1633","tripp","According to the gross description provided by Tripp Dermatology: Received *** portion(s) of ***, measuring *** cm. The specimen is submitted complete for microscopic analysis in cassette(s) ***.  Slides: *** slide(s) Blocks: *** block(s)"
"1634","tufts","Received from Tufts New England Medical Center are *** hematoxylin and eosin-stained slides labeled TS11-***."
"1635","umass","Received from UMass Department of Pathology for consultation are *** hematoxylin and eosin-stained slides labeled S11-***."
"1636","vatogus","Received from Togus, ME VA for consultation are *** hematoxylin and eosin-stained slide(s) labeled SPT11-***."
"1637","vawest","Received from West Roxbury, MA VA for consultation are *** hematoxylin and eosin-stained slide(s) labeled RSP11-***."
"1638","wdk","warty dyskeratoma"
"1639","wingsurgical","Excision of lesion, enlarging, darkening, interfering with function.  Excision of same with plastic repair utilizing flaps.  Suture placed at *** o'clock.  Defect measured *** cm x *** cm = *** sq. cm."
"1641","xssd","Sections demonstrate mild acanthosis and spongiosis with overlying parakeratosis.  There is a mild perivascular lymphocytic infiltrate.  A PAS stain is negative for fungal organisms.  These findings are compatible with a subacute spongiotic reaction pattern.  The differential diagnosis includes atopic dermatitis, allergic contact dermatitis, nummular dermatitis and a spongiotic drug reaction.  Histology alone cannot reliably distinguish between these possibilities.  Clinical correlation is recommended."
"1642","mtsref","References:  `n1.  Lynch HT, Lynch PM, Lanspa SJ, Snyder CL, Lynch JF, Boland CR. Review of the Lynch syndrome: history, molecular genetics, screening, differential diagnosis, and medicolegal ramifications. Clin Genet 2009;76:1-18.  `n2.  Sara C Shalin, Stephen Lyle, Eduardo Calonje & Alexander J F Lazar. Sebaceous neoplasia and the MuirTorre syndrome: important connections with clinical implications. Histopathology 2010, 56, 133147.  `n3.  Rajenda S. Singh, MD, Wayne Grayson, MBChB/PhD, FCPath(SA), Mark Redston, MD, A. Hafeez Diwan, MD, PhD, Carla L. Warneke, MS, Phillip H. McKee, MD, FRCPath, Dina Lev, MD, Stephen Lyle, MD, PhD, Eduardo Calonje, MD, Dip RCPath, and Alexander J. F. Lazar, MD, PhD. Site and Tumor Type Predicts DNA Mismatch Repair Status in Cutaneous Sebaceous Neoplasia. Am J Surg Pathol 2008, 32 (6), 936-942.  `n`nType of specimen fixation and processing: formalin-fixed paraffin-embedded sections. `nClones used: MLH1 (ES05), MSH2 (G219-1129), MSH6 (BC-44), PMS2 (A16-4). `nDetection system used: avidin biotin peroxidase. `nCriteria for scoring: staining was scored as either intact or negative, the latter exhibiting a complete loss of nuclear staining in all lesional cells in the presence of positive nuclear staining in non-lesional internal control cells."
"1646","321","%%88321%%"
"1648","hmk","high molecular weight cytokeratin"
"1649","gmsprog","A Gomori's methenamine silver stain is in progress and the findings will be reported as an addendum."
"1651","woundex","The healing wound is completely excised in this multiply leveled specimen."
"1652","pni","perineural invasion"
"1653","dr","%%DR%%"
"1654","dra","%%DRA%%"
"1655","ft","%%88305%%%%freetext%%"
"1656","acp","acneiform process"
"1662","caut","cautery artifact"
"1672","crwhit","This case was reviewed by Dr. Darren Whittemore who is in concurrence with the above interpretation. "
"1674","dapb","Received from Dr. Ling Chen are *** paraffin blocks labeled 'DA09-****'.;"
"1675","dermc","Received from Center For Dermatology Care is *** paraffin block labeled 'RR09-***'."
"1676","dermw","Received from Center For Dermatology Care is *** paraffin block labeled 'RR09-***'."
"1677","muz","Received from Dr. Peter Muz for consultation is *** paraffin block labeled ?M10-***?."
"1678","ppsd","Received from Piedmont Plastic Surgery & Dermatology is *** paraffin block labeled 'AP10-***'."
"1679","tcpiedmont","Received from Piedmont Plastic Surgery & Dermatology is *** paraffin block labeled 'AP09-***'."
"1680","advanced1","Received from Advanced Dermatology of Southeast Missouri is *** hematoxylin and eosin-stained slide(s) labeled S10-***."
"1681","carolina1","Received from Central Carolina Dermatology for a *** stain(s) is *** paraffin block labeled HP11-***".""
"1682","grand1","Received from Grand Strand Dermatology for consultation is *** hematoxylin and eosin-stained slide(s) and *** paraffin block labeled NJ10-***."
"1683","bccag","This variant of basal cell carcinoma may behave in a more aggressive manner. "
"1684","acdvc","The presence of spongiotic intraepidermal microvesicles, although not specific, supports the diagnosis of a contact dermatitis over other eczematous processes. "
"1685","dysec","The presence of spongiotic intraepidermal microvesicles, although not specific, supports the diagnosis of dyshidrotic dermatitis over other eczematous processes. "
"1686","nosde","Although a spongiotic drug eruption cannot be entirely excluded, it is less favored due to the degree of epidermal changes and the superficial nature of the inflammation."
"1687","nops","Although the diagnosis of psoriasis cannot be entirely excluded, it is less favored due to the presence of spongiosis, eosinophils, and preservation of the granular layer. "
"1688","ddxacdhs1","The histologic differential diagnosis would also include hypersensitivity reaction to other allergens, such as to a medication, an arthropod bite, or infestation. "
"1689","ddxacdhs2","The histologic differential diagnosis would also include hypersensitivity reaction to other allergens  such as to a medication, arthropod bite and/or infestation and in this age group, consideration is also given to the prebullous phase of an immunobullous disorder."
"1690","ddxscpd","The differential diagnosis for subcorneal pustular dermatitis includes pustular psoriasis, subcorneal pustular dermatosis, IgA pemphigus, acute generalized exanthematous pustular dermatitis, and impetigo."
"1691","ddxc1","Athough the diagnosis of *** was considered, given the presence of *** the above diagnosis is favored."
"1692","ddxc2","The histopathologic differential diagnosis would also include *** ."
"1693","noed","Although a chronic eczematous dermatitis cannot be entirely excluded due to the presence of spongiosis, the parakeratosis with diminished granular layer, prominence of the dermal papillae vasculature, and lack of eosinophils, all favor the diagnosis of psoriasis over an eczematous dermatitis in this sample."
"1694","acralps","It is often difficult to distinguish between a lesion of psoriasis and spongiotic dermatitis on acral skin. The stratum corneum in this biopsy is consistent with that seen in psoriasis. Although given the presence of spongiosis an eczematous dermatitis cannot be entirely excluded, the focally diminished granular layer with overlying neutrophilic parakeratosis and the lack of eosinophils favor the diagnosis of psoriasis.  "
"1695","txe","The subtle nature of the findings may be secondary to prior treatment effect. "
"1696","txfree","Additional sampling following a treatment free period could be considered for further evaluation, if clinically indicated. "
"1697","ddxtle","While the histopathologic differential diagnosis also includes reticular erythematous mucinosis, many authors consider the latter to be the same entity as tumid lupus. Consideration was also given to a figurate erythema, Jessner's lymphocytic infiltrate, and polymorphous light eruption; however, the increase in dermal mucin argues against these diagnoses."
"1698","papde","There is mild papillary dermal edema. "
"1699","mec","There are minimal epidermal changes. "
"1700","hsrc","Within the dermis, there is a mixed cell infiltrate with scattered eosinophils which may represent an underlying hypersensitivity reaction. "
"1701","te1","While the percentage of catagen/telogen hairs is not significantly increased, the findings in this biopsy would be consistent with resolving telogen effluvium in the appropriate clinical context, as in the resolving phase of telogen effluvium the biopsy findings are essentially within normal limits. "
"1702","te2","While androgenetic alopecia and diffuse alopecia areata can also show increased catagen/telogen hairs (and cannot be entirely excluded), the lack of a significant increase in the number of miniaturized hairs supports the diagnosis of telogen effluvium. "
"1703","fmucc","Features in favor of primary idiopathic follicular mucinosis include young age, solitary lesion (particularly on head and neck), and spontaneous resolution. "
"1704","mleio",""Multiple leiomyomas may be a manifestation of Reed syndrome (predisposition to multiple cutaneous and uterine leiomyomatosis and occasionally renal cell carcinoma)."
"1705","pskera","The findings are consistent with psoriasis in the appropriate clinical context. If this is an isolated lesion, however, and the patient has no prior history of or other current lesions of psoriasis, a psoriasiform keratosis is also a consideration."
"1706","kps","Due to the degree of psoriasiform hyperplasia and presence of neutrophilic parakeratosis, koebnerization of or superimposed psoriasis is a consideration in the appropriate clinical context. "
"1707","badspitz1","Overall, the architectural and cytologic features are most consistent with a Spitz nevus with atypia. The clinical behavior of spitzoid lesions is notoriously difficult to predict, however, as there have been reports of lesions that histologically resemble Spitz tumors but behaved in an aggressive manner. "
"1708","badspitz2","Although the lesion has some concerning features, there is insufficient evidence for an outright diagnosis of malignant melanoma based on the morphologic findings alone, and we would place it into the group of atypical Spitz tumors, thereby acknowledging an element of uncertainty about its biologic/malignant potential."
"1709","badspitz3","Treatment as for a spitzoid melanoma and close clinical follow up are recommended."
"1710","astcom","The morphologic features are consistent with an atypical Spitz tumor. This category of lesion may spread to local lymph nodes and while occasionally showing more aggressive behavior, recent literature demonstrates that, for the most part, they follow an indolent course without spread beyond the regional lymph node basin."
"1711","fishprog","Due to the difficult nature of the case and the clinical implications, it is being submitted for cytogenetic analysis to further assess the potential for aggressive behavior."
"1712","mmnev","This is a difficult case due to the presence of some epithelioid cell (spitzoid) features and nevoid areas. Taken together, however, the degree of cytologic atypia, presence of areas of pagetoid upward scatter (including into the granular layer), lack of uniform maturation, and presence of dermal mitotic activity, all support malignant transformation (melanoma) arising in association with (and/or to some extent simulating the appearance of) an atypical nevus."
"1713","spitzmm","This is a challenging case as spitzoid lesions are notoriously difficult to categorize and predict the clinical behavior of, particularly in adults. Although there are several overlapping features with an atypical Spitz tumor, and some would consider an interpretation of atypical Spitz tumor/melanocytic tumor of uncertain malignant potential, this lesion has a number of worrisome features. The lesion is asymmetric, deep, fails to mature, demonstrates marked pleomorphism, and contains dermal mitoses. Given these features, particularly in a patient this age, we all favor interpretation and treatment as a spitzoid melanoma."
"1714","melbump","We believe this tumor should best be regarded as having uncertain biologic potential. The lesion extends to margins, and an excision to ensure complete removal is recommended."
"1715","fishneg","The lesion has a negative melanoma fluorescence in situ hybridization profile (see attached report ***). A positive result would have supported the diagnosis of melanoma. The sensitivity of the test is approximately 85%. Since a negative melanoma FISH test does not entirely exclude the possibility of melanoma, excision with appropriate margins and close clinical follow up are recommended."
"1716","dpncom","The natural history and biological behavior of deep penetrating nevus-like lesions are not well understood. A conservative re-excision is recommended to prevent local recurrence/progression. "
"1717","regression2","In lesions with regression, the possibility of a regressed more significant component cannot be excluded. "
"1718","regression3","The findings are consistent with a regressed melanocytic lesion. Although the late stage of a halo nevus is a possiblility, in lesions with complete regression, the possibility of a regressed more significant melanocytic neoplasm cannot be excluded. "
"1719","ppemneg","A negative direct immunofluorescence result does not exclude the possibility of paraneoplastic pemphigus, as the incidence of false negative direct immunofluorescence results appears to be higher in paraneoplastic pemphigus than in other forms of pemphigus. "
"1720","dmak","There is a background of multifocal actinic keratosis."
"1721","pitp","A PAS stain highlights scattered yeast forms consistent with Pityrosporum; however, no fungal hyphae are identified."
"1722","mitf1","A MITF immunostain (with appropriate controls) supports the above findings."
"1723","Nar","Although the examined margins are free, the tumor is present within *** mm from the *** margin."
"1724","nomites1","No scabies mites were detected on initial and multiple additional levels examined."
"1726","Both2","MART1 and MITF immunostains (with appropriate controls) support the above findings."
"1728","inc","An incidental *** is also present."
"1729","incidn","An incidental intradermal nevus is also present."
"1730","inccn","An incidental compound nevus is also present."
"1731","sund","The lesion is present on sun-damaged skin."
"1732","cul","Correlation with tissue culture result is recommended, if clinically feasible. "
"1733","reactive2","There is focal reactive squamous atypia."
"1734","Superf","Because only the superficial aspect of the lesion is present for review, *** cannot be excluded. "
"1735","ihc1","Immunohistichemical stains reveal that the lesional cells are positive for *** and are negative for ***, supporting the above diagnosis."
"1736","mildirr","There is mild cytologic atypia, which is likely due to irritation.  "
"1737","pigpar1","There is pigmented parakeratosis and mild intraepidermal involvement, suggestive of previous irritation or excoriation. "
"1738","pic","The submitted clinical image is reviewed (and is appreciated)."
"1739","pics","The submitted clinical images are reviewed (and are appreciated)."
"1740","crrpr","An excision to ensure complete removal and to allow for examination of the entire lesion is recommended."
"1741","dfo","Diagnostic features of *** are not appreciated in the examined sections."
"1742","sun3","There is a background of solar elastosis and mild lentiginous melanocytic hyperplasia of small basally located melanocytes, consistent with chronic sun exposure."
"1743","mma","Although there is mild melanocytic atypia, these changes are favored to be reactive, and secondary to the scar/recurrent nevus phenomenon."
"1744","herp","If clinically indicated, immunohistochemical stains for HSV and VZV can be performed at your request to further characterize the infection."
"1745","noinv","Where the base of the lesion is available for evaluation, no invasive carcinoma is identified."
"1746","bnd","Because minimal dermis is available for evaluation, the possibility of underlying *** cannot be fully assessed. "
"1747","mitfneg","A MiTF immunostain reveals even distribution of melanocytes at the dermoepidermal junction, without confluent growth or significant upward scatter. "
"1748","trauma2","Some of the atypia may be due, at least in part, to recurrent nevus phenomenon."
"1749","trauma3","There is upper dermal fibrosis and pigment incontinence with overlying features of recurrent nevus phenomenon, suggestive of prior irritation / trauma to the lesion."
"1750","tpalneg","A T. pallidum immunostain was performed, which is negative for spirochetal organisms."
"1751","tpalc","Despite the negative stain, correlation with serologies is recommended, if clinically indicated."
"1752","bset","There is a background of solar elastosis and telangiectasia. "
"1753","oldca","There are no definite viral changes of HPV infection; however, an old condyloma acuminatum may appear similar and remains in the differential diagnosis."
